Sigla	Codigo	Município	2010	2012	2014	2016	2018
BA	2922409	Mutuípe	12845	13645	12464	14198	13111
BA	2922508	Nazaré	16137	17546	16422	17567	16855
BA	2922607	Nilo Peçanha	6057	7162	6329	7901	6767
BA	2922656	Nordestina	6539	7053	6587	7840	7003
BA	2922706	Nova Canaã	7999	9978	8684	9468	8115
BA	2922730	Nova Fátima	5139	6284	5554	6634	5708
BA	2922755	Nova Ibiá	3996	4561	3735	4439	3739
BA	2922805	Nova Itarana	4009	4618	3973	4585	4201
BA	2922854	Nova Redenção	4365	5223	4287	5231	4576
BA	2922904	Nova Soure	13206	14654	13769	15800	14516
BA	2923001	Nova Viçosa	18310	21779	20037	23188	20328
BA	2923035	Novo Horizonte	5861	6888	6373	7533	7107
BA	2923050	Novo Triunfo	5287	6023	5152	6319	5371
BA	2923100	Olindina	13675	14827	13358	15364	13685
BA	2923209	Oliveira dos Brejinhos	11606	12837	11802	13731	12166
BA	2923308	Ouriçangas	5052	5762	5072	5765	4971
BA	2923357	Ourolândia	8624	10722	9024	10969	9961
BA	2923407	Palmas de Monte Alto	11992	13449	12679	14754	13008
BA	2923506	Palmeiras	4524	5249	4806	5683	5200
BA	2923605	Paramirim	11144	12448	11234	12956	11680
BA	2923704	Paratinga	15756	17991	15701	17813	16853
BA	2923803	Paripiranga	16063	18314	16653	18537	17327
BA	2923902	Pau Brasil	5449	5926	5301	5853	5265
BA	2924009	Paulo Afonso	54751	58650	58448	62354	60533
BA	2924058	Pé de Serra	7744	9202	8240	10057	8746
BA	2924108	Pedrão	4341	5289	4401	5234	4517
BA	2924207	Pedro Alexandre	6479	7371	6590	7618	7016
BA	2924306	Piatã	10216	12036	10733	12958	11723
BA	2924405	Pilão Arcado	16375	19062	17668	20480	19199
BA	2924504	Pindaí	8580	9912	9068	10711	9705
BA	2924603	Pindobaçu	10917	12515	10974	12886	11065
BA	2924652	Pintadas	5720	6551	5852	7157	6323
BA	2924678	Piraí do Norte	4319	4862	4298	5600	5059
BA	2924702	Piripá	5409	6964	5587	7115	5727
BA	2924801	Piritiba	9737	10679	9795	11129	10152
BA	2924900	Planaltino	4538	5155	4705	5624	4910
BA	2925006	Planalto	12691	14773	13622	15342	14602
BA	2925105	Poções	21973	24048	23048	25867	24763
BA	2925204	Pojuca	20134	22059	20554	22603	21552
BA	2925253	Ponto Novo	8172	9190	8178	10018	8888
BA	2925303	Porto Seguro	52904	62078	59737	67807	72365
BA	2925402	Potiraguá	5749	6777	5577	6700	5708
BA	2925501	Prado	13243	15844	13884	15649	14580
BA	2925600	Presidente Dutra	8199	9251	8365	9198	8898
BA	2925709	Presidente Jânio Quadros	6527	8236	6732	8435	7039
BA	2925758	Presidente Tancredo Neves	13621	15762	13955	16122	15134
BA	2925808	Queimadas	13591	14938	13822	15740	14470
BA	2925907	Quijingue	14343	16771	15410	17393	15553
BA	2925931	Quixabeira	5410	6457	5607	7105	5968
BA	2925956	Rafael Jambeiro	11661	14158	12226	14447	12385
BA	2926004	Remanso	20641	23724	21750	24378	22215
BA	2926103	Retirolândia	8270	9392	8722	10092	9280
BA	2926202	Riachão das Neves	12485	14818	13234	15902	13625
BA	2926301	Riachão do Jacuípe	19450	21658	20310	22222	21347
BA	2926400	Riacho de Santana	16307	18819	17159	19504	17739
BA	2926509	Ribeira do Amparo	7818	9043	8074	9809	8543
BA	2926608	Ribeira do Pombal	26665	29405	27957	30869	31214
BA	2926657	Ribeirão do Largo	6101	7098	5549	6578	5808
BA	2926707	Rio de Contas	8534	9518	8536	10061	8808
BA	2926806	Rio do Antônio	7477	8656	7669	9077	7783
BA	2926905	Rio do Pires	6432	8899	6514	8346	6327
BA	2927002	Rio Real	19777	22550	20634	23391	21197
BA	2927101	Rodelas	4438	5384	4787	5927	5075
BA	2927200	Ruy Barbosa	16192	17794	16429	17638	16325
BA	2927309	Salinas da Margarida	7408	9534	9045	10059	9477
BA	2927408	Salvador	1506475	1506522	1532410	1534231	1580390
BA	2927507	Santa Bárbara	12616	14411	13632	15183	14135
BA	2927606	Santa Brígida	8049	9146	8352	9301	8583
BA	2927705	Santa Cruz Cabrália	11012	14153	12221	14896	14281
BA	2927804	Santa Cruz da Vitória	2842	3731	2944	3585	2885
BA	2927903	Santa Inês	5605	6604	5593	6529	5814
BA	2928000	Santaluz	20425	24028	22009	25293	22987
BA	2928059	Santa Luzia	6122	6459	5419	6646	5594
BA	2928109	Santa Maria da Vitória	20400	23602	21938	23661	21615
BA	2928208	Santana	14612	16200	14549	16909	15007
BA	2928307	Santanópolis	6179	7348	6525	7517	6352
BA	2928406	Santa Rita de Cássia	14734	18436	15481	19048	15885
BA	2928505	Santa Teresinha	5829	6960	6110	7293	6257
BA	2928604	Santo Amaro	33916	37044	36404	38252	36767
BA	2928703	Santo Antônio de Jesus	49272	53489	49852	54633	55760
BA	2928802	Santo Estêvão	24531	27330	26139	28559	29792
BA	2928901	São Desidério	14388	16494	15315	18367	17464
BA	2928950	São Domingos	5416	6155	5588	6457	5925
BA	2929008	São Félix	7724	8710	8198	8974	8165
BA	2929057	São Félix do Coribe	7411	8924	8187	9196	8522
BA	2929107	São Felipe	12016	14466	12669	14707	12893
BA	2929206	São Francisco do Conde	21819	27002	24253	27928	26841
BA	2929255	São Gabriel	11067	13252	11990	13457	12417
BA	2929305	São Gonçalo dos Campos	18489	20563	20311	23313	23570
BA	2929354	São José da Vitória	3707	4269	3542	3716	3397
BA	2929370	São José do Jacuípe	5475	6520	5542	6670	5842
BA	2929404	São Miguel das Matas	6591	7616	6726	7468	6937
BA	2929503	São Sebastião do Passé	24438	26532	25697	28145	27645
BA	2929602	Sapeaçu	10503	11830	11072	12850	11728
BA	2929701	Sátiro Dias	8728	10210	9029	11158	9425
BA	2929750	Saubara	7592	9634	8552	10195	8874
BA	2929800	Saúde	6655	6951	5997	6808	6264
BA	2929909	Seabra	21442	23931	22849	25503	25945
BA	2930006	Sebastião Laranjeiras	4801	6010	4963	5914	5199
BA	2930105	Senhor do Bonfim	37659	40478	37816	39564	39437
BA	2930154	Serra do Ramalho	15417	17643	15896	17484	16548
BA	2930204	Sento Sé	19141	22205	19597	23246	20774
BA	2930303	Serra Dourada	10666	13014	10591	12870	10568
BA	2930402	Serra Preta	11904	13664	12003	14459	12957
BA	2930501	Serrinha	41060	44630	43993	46951	47811
BA	2930600	Serrolândia	6919	7858	7025	7960	7765
BA	2930709	Simões Filho	60070	64059	63094	66858	64201
BA	2930758	Sítio do Mato	6387	8036	6774	7897	6854
BA	2930766	Sítio do Quinto	6727	7631	6755	7721	6834
BA	2930774	Sobradinho	12389	14972	13748	15435	14162
BA	2930808	Souto Soares	8070	9511	8945	10920	10102
BA	2930907	Tabocas do Brejo Velho	6851	8730	6894	8882	7247
BA	2931004	Tanhaçu	12671	14370	13183	14912	13446
BA	2931053	Tanque Novo	8529	10214	8996	10383	9858
BA	2931103	Tanquinho	4827	5684	5320	5934	5856
BA	2931202	Taperoá	8884	10018	9332	10768	9681
BA	2931301	Tapiramutá	7311	8262	7078	8459	7496
BA	2931350	Teixeira de Freitas	65770	71876	70468	78544	75301
BA	2931400	Teodoro Sampaio	4862	5578	5009	5766	4995
BA	2931509	Teofilândia	11507	13257	12053	13875	12268
BA	2931608	Teolândia	7497	8459	7430	9014	8048
BA	2931707	Terra Nova	7401	8312	7492	8711	7851
BA	2931806	Tremedal	9841	12832	10334	12694	10271
BA	2931905	Tucano	25969	29177	26391	30377	28927
BA	2932002	Uauá	14865	16359	14992	16910	15364
BA	2932101	Ubaíra	10957	12815	11338	13157	11817
BA	2932200	Ubaitaba	11195	11953	10199	11306	10378
BA	2932309	Ubatã	9097	9874	9097	10457	9195
BA	2932408	Uibaí	7760	9438	8284	10275	8889
BA	2932457	Umburanas	6959	8698	7433	9201	8230
BA	2932507	Una	12062	13010	10355	12633	11363
BA	2932606	Urandi	8415	9837	8890	10132	9306
BA	2932705	Uruçuca	12437	14331	12641	14128	12412
BA	2932804	Utinga	9059	10421	9032	10402	9319
BA	2932903	Valença	44223	46904	45804	48147	50705
BA	2933000	Valente	13991	15683	14921	16617	15700
BA	2933059	Várzea da Roça	7290	8687	7570	9233	7872
BA	2933109	Várzea do Poço	5110	5859	4978	5659	4799
BA	2933158	Várzea Nova	6298	7234	6287	7391	6784
BA	2933174	Varzedo	5473	6586	6010	6903	6493
BA	2933208	Vera Cruz	20991	23217	22233	24644	25279
BA	2933257	Vereda	4120	5197	4405	5357	4376
BA	2933307	Vitória da Conquista	159975	172228	117434	182772	189845
BA	2933406	Wagner	4723	5500	4691	5827	4947
BA	2933455	Wanderley	7198	8793	7348	9076	7801
BA	2933505	Wenceslau Guimarães	10302	12670	11083	13018	11860
BA	2933604	Xique-Xique	24091	26928	24018	26961	25089
BA	2999919	Trancoso					
BA	2999929	Barcellos					
BA	2999939	Olivença					
BA	2999949	Villa Verde					
CE	2300101	Abaiara	4932	5584	5201	6127	5459
CE	2300150	Acarapé	8564	9670	9190	10724	9505
CE	2300200	Acaraú	27578	33645	31694	36297	32250
CE	2300309	Acopiara	28414	32138	29588	33184	29182
CE	2300408	Aiuaba	8194	9063	7991	9020	8180
CE	2300507	Alcântaras	6177	7462	6668	7867	7073
CE	2300606	Altaneira	4347	4952	4487	5000	4664
CE	2300705	Alto Santo	9203	10342	9571	10565	9173
CE	2300754	Amontada	22378	25708	23780	27333	24615
CE	2300804	Antonina do Norte	4351	5173	4360	5718	4648
CE	2300903	Apuiarés	8936	10538	9450	10854	9739
CE	2301000	Aquiraz	35910	41407	40578	47311	46815
CE	2301109	Aracati	40933	44553	43241	46195	44224
CE	2301208	Aracoiaba	17772	19592	19020	21348	19938
CE	2301257	Ararendá	6225	6746	6244	7180	6332
CE	2301307	Araripe	11881	12995	12201	13904	12416
CE	2301406	Aratuba	7678	9016	8246	9594	8782
CE	2301505	Arneiroz	4834	5626	4952	5929	5035
CE	2301604	Assaré	12638	14791	13178	15126	13621
CE	2301703	Aurora	15287	17251	15504	17271	15696
CE	2301802	Baixio	3783	4544	4010	4634	4229
CE	2301851	Banabuiú	10222	11786	10799	12531	11567
CE	2301901	Barbalha	30698	34156	33925	36432	36115
CE	2301950	Barreira	13284	15237	14495	16276	14363
CE	2302008	Barro	12106	13396	12146	13186	12373
CE	2302057	Barroquinha	8878	10269	8832	10959	10227
CE	2302107	Baturité	20332	22705	21224	22252	21007
CE	2302206	Beberibe	30526	34629	32529	36628	33675
CE	2302305	Bela Cruz	15525	17579	16050	17263	15652
CE	2302404	Boa Viagem	28763	31725	30025	32782	31333
CE	2302503	Brejo Santo	25577	27181	26523	28473	27210
CE	2302602	Camocim	33934	38281	36133	38243	36508
CE	2302701	Campos Sales	14636	15874	14570	15961	14691
CE	2302800	Canindé	39814	43523	42164	45101	44598
CE	2302909	Capistrano	11178	13095	12171	13467	12345
CE	2303006	Caridade	11373	13279	12577	13922	13083
CE	2303105	Cariré	11454	12731	11873	12420	11158
CE	2303204	Caririaçu	15468	18439	17010	19429	17737
CE	2303303	Cariús	11314	13123	11565	12766	11952
CE	2303402	Carnaubal	8244	9194	8901	10459	9787
CE	2303501	Cascavel	39212	44367	42205	47093	43815
CE	2303600	Catarina	6083	7366	6390	7654	6064
CE	2303659	Catunda	5926	6854	5989	7091	6482
CE	2303709	Caucaia	151398	167681	156	180332	187111
CE	2303808	Cedro	15772	17205	15893	17607	15711
CE	2303907	Chaval	7691	8374	7489	9017	8206
CE	2303931	Choró	8064	9591	8738	9616	8553
CE	2303956	Chorozinho	12831	14410	13594	15512	13987
CE	2304004	Coreaú	13356	15363	14188	16713	14995
CE	2304103	Crateús	40660	43242	42462	45585	44135
CE	2304202	Crato	66068	71375	71338	72344	72769
CE	2304236	Croatá	9074	10091	9073	10577	10367
CE	2304251	Cruz	13410	15211	14479	17030	15259
CE	2304269	Deputado Irapuan Pinheiro	5313	5778	5487	5963	5427
CE	2304277	Ererê	3744	4277	3819	4511	3911
CE	2304285	Eusébio	22943	28586	28629	34829	35232
CE	2304301	Farias Brito	12498	13756	12915	13573	12805
CE	2304350	Forquilha	12916	15111	14000	15797	14963
CE	2304400	Fortaleza	1311517	1353953	919719	1404295	1466160
CE	2304459	Fortim	9675	11089	10464	12236	10818
CE	2304509	Frecheirinha	7456	9259	8703	10153	9599
CE	2304608	General Sampaio	4716	5783	5371	6787	5870
CE	2304657	Graça	7757	8906	8170	9625	8965
CE	2304707	Granja	27412	31404	30300	34056	33170
CE	2304806	Granjeiro	3514	4319	3592	4634	4093
CE	2304905	Groaíras	6367	7399	6761	7568	6887
CE	2304954	Guaiúba	14218	15856	15209	16802	15734
CE	2305001	Guaraciaba do Norte	19977	23121	21900	24696	23933
CE	2305100	Guaramiranga	4091	4738	4395	5002	4522
CE	2305209	Hidrolândia	11045	12807	11293	13339	11878
CE	2305233	Horizonte	33413	40076	39988	45843	45087
CE	2305266	Ibaretama	8650	10253	9502	10613	9552
CE	2305308	Ibiapina	11990	13520	12569	14220	13205
CE	2305332	Ibicuitinga	8702	11064	9844	11120	9420
CE	2305357	Icapuí	12174	13865	12788	14294	13212
CE	2305407	Icó	35756	39101	37104	41444	38193
CE	2305506	Iguatu	52802	56710	54376	56530	54409
CE	2305605	Independência	15493	17394	15776	17696	15752
CE	2305654	Ipaporanga	6664	7382	6503	7414	6835
CE	2305704	Ipaumirim	6759	7863	7048	8112	7146
CE	2305803	Ipu	21893	24036	22660	25547	23772
CE	2305902	Ipueiras	20922	23276	21317	22894	21304
CE	2306009	Iracema	8262	9409	8440	9512	8706
CE	2306108	Irauçuba	13163	14731	13844	14487	14008
CE	2306207	Itaiçaba	5032	5612	5213	6186	5571
CE	2306256	Itaitinga	20506	22413	21836	24066	22930
CE	2306306	Itapagé	28773	31918	30807	31181	30891
CE	2306405	Itapipoca	62191	68776	68320	75335	72923
CE	2306504	Itapiúna	12037	13732	12591	13437	12293
CE	2306553	Itarema	19351	23768	22273	26071	23580
CE	2306603	Itatira	11197	13512	12530	14890	13869
CE	2306702	Jaguaretama	11352	13116	11708	13057	11497
CE	2306801	Jaguaribara	6304	6959	6305	7027	6290
CE	2306900	Jaguaribe	20875	23175	21610	23957	22264
CE	2307007	Jaguaruana	20447	23696	21479	24441	22201
CE	2307106	Jardim	15333	17581	16004	17469	15460
CE	2307205	Jati	4911	5469	5191	5733	5263
CE	2307254	Jijoca de Jericoacoara	8504	10324	9711	11838	11525
CE	2307304	Juazeiro do Norte	123314	135726	133989	143179	141931
CE	2307403	Jucás	13013	16514	13906	16603	14512
CE	2307502	Lavras da Mangabeira	17328	18935	17697	19609	17596
CE	2307601	Limoeiro do Norte	34333	36957	35832	37507	36112
CE	2307635	Madalena	9650	11423	10222	11533	10682
CE	2307650	Maracanaú	115136	129593	128753	131358	134934
CE	2307700	Maranguape	57087	62423	61181	65712	64363
CE	2307809	Marco	15728	18094	16996	18895	17359
CE	2307908	Martinópole	6301	7592	7312	8636	7863
CE	2308005	Massapê	20192	23554	22580	24901	23137
CE	2308104	Mauriti	24403	26940	25829	28506	26503
CE	2308203	Meruoca	7979	9133	8846	9523	9375
CE	2308302	Milagres	16306	17609	16788	18381	16974
CE	2308351	Milhã	8285	9616	8493	9692	8407
CE	2308377	Miraíma	8101	9822	8542	9835	8785
CE	2308401	Missão Velha	20195	23374	20884	23878	21264
CE	2308500	Mombaça	23380	25958	24001	26481	23919
CE	2308609	Monsenhor Tabosa	9736	11133	10151	11940	10941
CE	2308708	Morada Nova	42741	47902	44496	48321	43430
CE	2308807	Moraújo	5056	5896	5345	6356	5912
CE	2308906	Morrinhos	11468	13743	12760	15327	13189
CE	2309003	Mucambo	8249	9629	8534	10454	8987
CE	2309102	Mulungu	6131	7214	6664	7213	6585
CE	2309201	Nova Olinda	8458	10217	9344	10475	9637
CE	2309300	Nova Russas	16562	18132	16738	17956	17288
CE	2309409	Novo Oriente	14554	16438	14802	18085	16424
CE	2309458	Ocara	16635	19249	18378	20451	18973
CE	2309508	Orós	13431	14608	13352	14936	13476
CE	2309607	Pacajus	34096	39747	39309	43146	40870
CE	2309706	Pacatuba	34052	36868	36714	40018	37897
CE	2309805	Pacoti	8058	8963	8424	9104	8200
CE	2309904	Pacujá	4172	4937	4480	5139	4531
CE	2310001	Palhano	6390	7399	6899	7764	6982
CE	2310100	Palmácia	6358	7865	7054	8275	7161
CE	2310209	Paracuru	19725	23039	22394	25679	24541
CE	2310258	Paraipaba	17436	19410	18831	21254	20239
CE	2310298	Cococi					
CE	2310308	Parambu	19915	20946	19306	21535	19005
CE	2310407	Paramoti	7661	8791	7978	8361	7809
CE	2310506	Pedra Branca	23231	26098	24869	28004	25177
CE	2310605	Penaforte	5024	6045	5738	6996	6278
CE	2310704	Pentecoste	23720	26340	25146	27714	26322
CE	2310803	Pereiro	9347	10541	10022	11232	10304
CE	2310852	Pindoretama	12399	14523	13828	15350	14228
CE	2310902	Piquet Carneiro	8293	9577	8648	9579	8445
CE	2310951	Pires Ferreira	5043	6318	5737	6571	5946
CE	2311009	Poranga	6483	7354	6718	7832	6976
CE	2311108	Porteiras	9698	10793	9958	10913	10179
CE	2311207	Potengi	5443	6405	5539	6150	5602
CE	2311231	Potiretama	4126	4521	4116	4795	4283
CE	2311264	Quiterianópolis	11127	12364	11571	13785	12094
CE	2311306	Quixadá	42063	46546	44714	47706	46732
CE	2311355	Quixelô	10195	11332	10917	11764	11170
CE	2311405	Quixeramobim	40075	44754	42468	46274	43205
CE	2311504	Quixeré	12658	15057	13755	15093	13833
CE	2311603	Redenção	18092	19882	19083	20832	18981
CE	2311702	Reriutaba	10779	12441	11336	12399	11388
CE	2311801	Russas	39251	43824	42434	46238	46022
CE	2311900	Saboeiro	9268	10840	9491	10926	9329
CE	2311959	Salitre	8664	10333	9478	10732	9894
CE	2312007	Santana do Acaraú	18871	21321	20050	22002	20011
CE	2312106	Santana do Cariri	9389	11039	9861	11113	10336
CE	2312205	Santa Quitéria	24725	27664	25563	27351	25719
CE	2312304	São Benedito	24619	27746	25956	28992	27477
CE	2312403	São Gonçalo do Amarante	27509	31204	30893	36289	34857
CE	2312502	São João do Jaguaribe	5962	6512	5723	6384	5182
CE	2312601	São Luís do Curu	8942	10414	9443	10546	9177
CE	2312700	Senador Pompeu	15999	17688	16438	17543	15703
CE	2312809	Senador Sá	4114	5021	4571	5559	5033
CE	2312908	Sobral	103952	112654	110737	120638	119013
CE	2313005	Solonópole	10414	11951	10705	12142	10734
CE	2313104	Tabuleiro do Norte	18573	19915	19389	21459	19639
CE	2313203	Tamboril	14961	16625	15568	16976	15545
CE	2313252	Tarrafas	5178	6136	5275	6258	5684
CE	2313302	Tauá	32620	35047	32825	35235	34008
CE	2313351	Tejuçuoca	10845	12678	11625	12665	12097
CE	2313401	Tianguá	36611	41287	40160	44731	43752
CE	2313500	Trairi	28975	31687	31130	35422	34132
CE	2313559	Tururu	9925	11727	10577	12197	11358
CE	2313609	Ubajara	17620	20019	18899	20226	18989
CE	2313708	Umari	4662	5353	4799	5319	4670
CE	2313757	Umirim	11094	12637	11767	13078	12121
CE	2313807	Uruburetama	13377	14894	13672	14906	14051
CE	2313906	Uruoca	8177	9690	8564	9385	8671
CE	2313955	Varjota	10216	11761	10575	12664	11351
CE	2314003	Várzea Alegre	22815	25544	23507	25012	23384
CE	2314102	Viçosa do Ceará	31195	33417	32593	36242	34301
CE	2399919	Entre Rios					
CE	2399929	Mecejana					
CE	2399939	Vertentes					
DF	5300108	Brasília	1550765		1674508		1695724
ES	3200102	Afonso Cláudio	19280	20439	18952	19748	18507
ES	3200136	Águia Branca	6312	7411	6691	7115	6513
ES	3200169	Água Doce do Norte	7396	8587	7602	8935	8043
ES	3200201	Alegre	19156	20145	18487	18937	17971
ES	3200300	Alfredo Chaves	9173	9832	9355	10198	9598
ES	3200359	Alto Rio Novo	4549	5223	4809	5364	4733
ES	3200409	Anchieta	15573	17917	17838	19753	17674
ES	3200508	Apiacá	4788	5387	4662	5210	4660
ES	3200607	Aracruz	48797	51398	50751	54729	54247
ES	3200706	Atilio Vivacqua	6802	7299	6833	7566	6972
ES	3200805	Baixo Guandu	18858	20179	18055	19173	18122
ES	3200904	Barra de São Francisco	24184	26153	25097	26517	24935
ES	3201001	Boa Esperança	8788	9731	8321	8801	8192
ES	3201100	Bom Jesus do Norte	6414	7092	5325	6141	5539
ES	3201159	Brejetuba	6720	7570	6697	7736	6830
ES	3201209	Cachoeiro de Itapemirim	107009	109941	109039	109824	109270
ES	3201308	Cariacica	203737	206856	208747	209330	212455
ES	3201407	Castelo	22674	23623	22945	23380	22379
ES	3201506	Colatina	67896	69551	69049	70522	70921
ES	3201605	Conceição da Barra	15342	17042	15617	17222	15536
ES	3201704	Conceição do Castelo	7179	7873	7303	7766	7536
ES	3201803	Divino de São Lourenço	3050	3588	3012	3509	3097
ES	3201902	Domingos Martins	21976	23012	21538	22961	22778
ES	3202009	Dores do Rio Preto	4811	4885	4420	5102	4419
ES	3202108	Ecoporanga	13272	15247	14258	15685	14215
ES	3202207	Fundão	10687	11319	10528	12112	11161
ES	3202256	Governador Lindenberg	7082	7851	7007	7544	6767
ES	3202306	Guaçuí	16277	17082	15952	16916	16019
ES	3202405	Guarapari	63081	66935	67218	69888	71387
ES	3202454	Ibatiba	13249	14742	13154	14920	14091
ES	3202504	Ibiraçu	7515	8167	7234	8046	7593
ES	3202553	Ibitirama	5441	6268	5640	5816	5315
ES	3202603	Iconha	8737	9611	9132	9669	8951
ES	3202652	Irupi	6754	7911	6975	8973	7680
ES	3202702	Itaguaçu	9710	10198	9138	9632	8894
ES	3202801	Itapemirim	19923	22096	20065	24922	25089
ES	3202900	Itarana	7791	8272	7649	8146	7489
ES	3203007	Iúna	16116	17266	16021	16752	15599
ES	3203056	Jaguaré	15043	16307	15827	17546	16526
ES	3203106	Jerônimo Monteiro	7447	8296	7781	8196	7664
ES	3203130	João Neiva	10867	11320	10682	10821	10415
ES	3203163	Laranja da Terra	7580	8441	7809	7961	7410
ES	3203205	Linhares	79745	85755	84427	88885	86767
ES	3203304	Mantenópolis	7856	9010	8151	9067	7828
ES	3203320	Marataízes	19298	21319	20603	22551	21361
ES	3203346	Marechal Floriano	10229	10742	10347	10636	10522
ES	3203353	Marilândia	8103	9175	8606	8745	8264
ES	3203403	Mimoso do Sul	16935	18094	16616	16760	15715
ES	3203502	Montanha	9929	11482	10568	11747	10585
ES	3203601	Mucurici	3752	4419	3648	4383	3784
ES	3203700	Muniz Freire	11227	12070	11039	11663	10869
ES	3203809	Muqui	9057	9696	9145	9513	8943
ES	3203908	Nova Venécia	27028	28940	28635	29867	28913
ES	3204005	Pancas	11855	13152	12077	13107	11689
ES	3204054	Pedro Canário	12854	13971	12338	13759	12615
ES	3204104	Pinheiros	12913	14473	13245	14596	13286
ES	3204203	Piúma	9812	11476	10682	13237	12342
ES	3204252	Ponto Belo	4723	5646	4743	5641	4682
ES	3204302	Presidente Kennedy	7276	9552	8310	10869	9352
ES	3204351	Rio Bananal	11089	12364	11740	12467	11653
ES	3204401	Rio Novo do Sul	8035	8585	7606	7727	7246
ES	3204500	Santa Leopoldina	8255	9191	7969	8806	8104
ES	3204559	Santa Maria de Jetibá	21626	23192	23254	24562	24076
ES	3204609	Santa Teresa	14798	15576	14987	15682	15363
ES	3204658	São Domingos do Norte	5784	6456	5941	6398	5902
ES	3204708	São Gabriel da Palha	19179	20373	19498	20332	19585
ES	3204807	São José do Calçado	7036	7898	7184	7800	6602
ES	3204906	São Mateus	56524	60636	59958	62732	62507
ES	3204955	São Roque do Canaã	7401	8369	7715	8281	7717
ES	3205002	Serra	220663	232940	237181	252056	260041
ES	3205010	Sooretama	13209	15181	13487	14958	13958
ES	3205036	Vargem Alta	11286	12428	11935	12835	12147
ES	3205069	Venda Nova do Imigrante	12515	13798	13446	14126	14182
ES	3205101	Viana	32554	35551	35994	40105	40065
ES	3205150	Vila Pavão	6058	6723	6207	6355	5899
ES	3205176	Vila Valério	9539	10820	9842	10851	9823
ES	3205200	Vila Velha	239013	243074	248894	251572	265651
ES	3205309	Vitória	208853	205970	211014	207771	213029
ES	3299919	Riacho					
ES	3299929	Ponte do Itabapoana					
GO	5200050	Abadia de Goiás	4688	5513	5599	7069	6660
